Company,Role,Experience,Question,Difficulty,Topic
Flipkart,Backend Engineer,Junior,What is zero-trust security model and how is it implemented?,Medium,Security
Flipkart,Frontend Engineer,Mid-Level,Explain CI/CD pipeline stages and best practices.,Medium,DevOps
Flipkart,Data Engineer,Senior,How does Docker containerization improve deployment consistency?,Medium,DevOps
Flipkart,Software Engineer,Staff,Compare Kubernetes vs Docker Swarm for container orchestration.,Hard,DevOps
Flipkart,Backend Engineer,Fresher,Explain blue-green vs canary deployment strategies with pros and cons.,Medium,DevOps
Flipkart,Frontend Engineer,Junior,What is Infrastructure as Code and how does it improve reliability?,Medium,DevOps
Flipkart,Data Engineer,Mid-Level,How do you implement effective monitoring and logging for microservices?,Medium,DevOps
Flipkart,Software Engineer,Senior,Analyze time and space complexity of common algorithms.,Medium,Data Structures & Algorithms
Flipkart,Backend Engineer,Staff,Compare array vs linked list performance for different operations.,Medium,Data Structures & Algorithms
Flipkart,Frontend Engineer,Fresher,Explain hash tables collision resolution techniques.,Medium,Data Structures & Algorithms
Flipkart,Data Engineer,Junior,How do balanced binary trees maintain optimal search performance?,Medium,Data Structures & Algorithms
Flipkart,Software Engineer,Mid-Level,When would you use BFS vs DFS for graph traversal problems?,Medium,Data Structures & Algorithms
Flipkart,Backend Engineer,Senior,Explain dynamic programming with a real-world optimization example.,Hard,Data Structures & Algorithms
Flipkart,Frontend Engineer,Staff,Explain OOP principles with practical software design examples.,Medium,Programming Fundamentals
Flipkart,Data Engineer,Fresher,How do SOLID principles improve code maintainability?,Medium,Programming Fundamentals
Flipkart,Software Engineer,Junior,Explain MVC architecture pattern and its benefits.,Easy,Programming Fundamentals
Flipkart,Backend Engineer,Mid-Level,Compare abstraction vs encapsulation with code examples.,Medium,Programming Fundamentals
Flipkart,Frontend Engineer,Senior,How does dependency injection improve testability and flexibility?,Medium,Programming Fundamentals
Flipkart,Data Engineer,Staff,What constitutes clean code and how do you maintain it in large teams?,Medium,Programming Fundamentals
